cheezit_big_original,-8.75696e-06,0.511151,0.859491,-0.0110529,-0.859438,0.51112,0.999939,-0.00949543,0.00565725,0.00565914,0.00142957,0.116316
crayola_64_ct,-0.198139,0.280582,-0.939157,0.720994,0.690812,0.0542747,0.66401,-0.666372,-0.339174,0.086895,-0.0573342,0.121699
crayola_64_ct,0.126672,-0.00883543,-0.991905,-0.965712,0.227348,-0.125352,0.226615,0.973774,0.0202661,0.0905959,-0.0530931,0.0123787
crayola_64_ct,0.854058,-0.220927,-0.470931,-0.441894,0.16949,-0.88091,0.274435,0.96045,0.047128,0.0589216,-0.060452,0.015985
crayola_64_ct,-0.00192271,0.992063,0.125728,0.049443,-0.12548,0.990863,0.998775,0.00812151,-0.0488093,0.0543182,-0.0862107,0.0934872
crayola_64_ct,0.0649341,-0.674608,0.735315,0.140075,-0.723412,-0.676057,0.988009,0.146898,0.0475212,0.0734282,-0.0576177,0.0746124
crayola_64_ct,0.258229,0.174381,-0.950215,-0.8126,0.571159,-0.116014,0.522493,0.802103,0.289192,0.0862036,-0.048866,0.0292524
crayola_64_ct,0.0166246,0.419904,0.907416,0.0671442,-0.905962,0.418,0.997605,0.0539786,-0.0432553,0.0373063,-0.0677923,0.0928985
crayola_64_ct,-0.0777446,0.488749,0.868954,0.120074,-0.860657,0.494825,0.989716,0.142809,0.00822519,0.0721866,-0.0473495,0.0732977
crayola_64_ct,0.119675,-0.19266,0.973941,0.148495,-0.966482,-0.209431,0.981645,0.169689,-0.0870542,0.0306422,-0.0524099,0.096728
crayola_64_ct,0.817357,-0.0617394,-0.572814,0.554425,0.354634,0.752893,0.156656,-0.932964,0.324093,0.0482744,-0.0571099,0.0357757
crayola_64_ct,0.110773,0.498571,0.859742,-0.106914,-0.854067,0.509056,0.988078,-0.148308,-0.0413032,-0.0175538,-0.00314908,0.0662109
dove_beauty_bar,-0.448947,0.0348164,-0.89288,0.892396,-0.0334802,-0.45001,-0.0455615,-0.998833,-0.0160392,0.0578087,0.0229878,0.0479577
dr_browns_bottle_brush,0.197282,0.617506,0.761424,0.939642,-0.340588,0.0327548,0.279558,0.709004,-0.647427,0.00016966,0.0391694,0.0215085
dr_browns_bottle_brush,-0.892777,0.442958,-0.0820848,0.450045,0.885127,-0.118361,0.0202266,-0.142612,-0.989572,0.0104467,0.0161242,0.0200174
dr_browns_bottle_brush,0.247298,-0.556963,-0.792866,-0.386775,-0.807006,0.446259,-0.888397,0.196301,-0.41499,-0.00181935,-0.0298061,0.0194648
dr_browns_bottle_brush,-0.345125,0.16625,-0.923715,-0.111485,-0.984481,-0.135533,-0.931912,0.0562048,0.358303,-0.0121435,-0.0243575,0.0165327
dr_browns_bottle_brush,0.963384,0.124177,-0.237637,-0.268001,0.472916,-0.83936,0.00815263,0.872313,0.488879,-0.0099838,-0.00147731,0.011893
dr_browns_bottle_brush,-0.0878833,-0.372785,-0.923747,-0.313039,-0.870019,0.380885,-0.945665,0.322642,-0.0402362,-0.00946567,-0.0489603,0.0278242
dr_browns_bottle_brush,-0.081564,0.128059,-0.988407,0.0158359,0.991752,0.127186,0.996542,-0.00527847,-0.0829192,0.0113358,0.0186722,0.0380043
dr_browns_bottle_brush,0.206077,-0.677801,0.705775,0.891366,0.427608,0.150393,-0.403732,0.598111,0.692289,-0.0179747,-0.0252636,0.0367076
dr_browns_bottle_brush,-0.0329922,-0.351418,0.935637,-0.0682767,-0.933167,-0.352898,0.997121,-0.075525,0.00679359,0.00575899,0.05125,0.0496378
dr_browns_bottle_brush,-0.0436442,0.669046,0.741938,-0.167665,-0.737018,0.654747,0.984877,-0.0958215,0.144342,0.00629358,0.0350387,0.0495125
dr_browns_bottle_brush,-0.127717,0.75914,0.638274,-0.182578,-0.650542,0.737198,0.974861,-0.0223821,0.221687,0.00153616,0.0272168,0.0501557
dr_browns_bottle_brush,-0.611312,-0.713059,-0.343285,0.1829,0.294734,-0.937912,0.769964,-0.636144,-0.0497562,-0.000929634,0.00754085,0.0573058
dr_browns_bottle_brush,0.215572,-0.128373,-0.968013,0.975561,-0.0148766,0.219226,-0.0425434,-0.991614,0.122028,-0.00602067,-0.0348543,0.0649899
dr_browns_bottle_brush,-0.0185188,0.938874,0.343762,0.149392,-0.337363,0.929445,0.988605,0.0685675,-0.134013,-0.00116385,0.00293098,0.0634084
dr_browns_bottle_brush,-0.153998,-0.671581,0.724751,-0.147036,-0.709758,-0.68893,0.97707,-0.212658,0.0105547,0.00119724,0.0480043,0.23989
dr_browns_bottle_brush,0.0851482,0.93313,0.349312,0.126534,-0.357874,0.925157,0.988301,-0.0345755,-0.148545,-0.0105896,0.00600711,0.0786339
dr_browns_bottle_brush,0.0303574,0.907005,0.420025,0.101112,-0.42085,0.901477,0.994412,0.0151032,-0.104485,-0.0030624,0.00995981,0.0819768
dr_browns_bottle_brush,-0.0197426,0.969789,0.243144,0.0601743,-0.241598,0.968509,0.997993,0.0337519,-0.0535867,0.00293636,0.0270387,0.211316
dr_browns_bottle_brush,-0.0646408,-0.693852,0.717211,0.0912673,-0.719812,-0.688143,0.993726,0.0209758,0.109855,-0.0227119,-0.0365835,0.12171
dr_browns_bottle_brush,0.360521,-0.186417,-0.913933,0.773752,-0.487413,0.404643,-0.520895,-0.85304,-0.0314824,0.00879247,-0.0113354,0.0961624
dr_browns_bottle_brush,0.0276258,-0.478178,0.877828,0.0955611,-0.872878,-0.478489,0.99504,0.0971049,0.0215813,-0.0299399,0.0195799,0.215331
dr_browns_bottle_brush,-0.0459054,0.982569,-0.180139,0.0228665,0.181316,0.983159,0.998684,0.0410131,-0.0307913,-0.0145133,-0.0417696,0.116166
dr_browns_bottle_brush,0.0158738,-0.546597,0.837246,0.0185301,-0.837046,-0.546818,0.999702,0.0241944,-0.0031586,0.00822598,0.0546695,0.150783
dr_browns_bottle_brush,-0.00479948,0.0112242,-0.999925,0.0554359,0.998402,0.010941,0.998451,-0.0553793,-0.00541403,0.0131064,0.0246871,0.117817
dr_browns_bottle_brush,-0.0117188,0.946325,0.323004,0.0152694,-0.32282,0.946337,0.999815,0.016022,-0.0106668,0.00838833,0.0370484,0.153622
dr_browns_bottle_brush,-0.0166257,0.883392,-0.46834,0.0185825,0.468597,0.883216,0.999689,0.00598112,-0.0242064,0.0141739,0.0325592,0.149168
dr_browns_bottle_brush,0.271366,-0.87595,-0.398839,0.822331,-0.00432035,0.568994,-0.500133,-0.482383,0.719148,-0.00392234,-0.0141554,0.11954
dr_browns_bottle_brush,-0.00473235,0.905873,0.423523,0.0159817,-0.423405,0.9058,0.999861,0.0110552,-0.0124737,0.00365629,0.0303849,0.161006
dr_browns_bottle_brush,0.325651,-0.799216,-0.505179,0.825801,-0.019773,0.563615,-0.460438,-0.600719,0.653554,-0.00174862,-0.00750309,0.132376
dr_browns_bottle_brush,0.29567,0.2677,-0.917015,0.879726,-0.450483,0.15214,-0.372372,-0.851705,-0.368697,0.00407013,-0.000239928,0.153257
elmers_washable_no_run_school_glue,-0.220443,-0.722166,-0.655653,-0.350584,0.685932,-0.637643,0.910217,0.0892981,-0.404389,0.0177502,0.0137504,0.125372
elmers_washable_no_run_school_glue,0.268939,-0.959416,-0.0848084,-0.469745,-0.207526,0.858063,-0.84084,-0.190928,-0.506492,0.00702834,-0.01257,0.121538
elmers_washable_no_run_school_glue,-0.0308405,0.257732,-0.965724,-0.821954,0.543209,0.17122,0.568719,0.799061,0.195091,0.00460403,0.00409681,0.112784
